source,target,score
FOS,RUNX2,0.987
FOS,SMAD3,0.976
FOS,SP1,0.944
FOS,SPI1,0.975
FOS,SRC,0.986
FOS,SRF,0.95
FOS,STAT3,0.995
FOS,TP53,0.952
FOS,YY1,0.933
FOSB,FOSL1,0.998
FOSB,HDAC1,0.957
FOSB,HDAC2,0.93
FOSB,JUN,0.999
FOSB,JUNB,0.999
FOSB,JUND,0.999
FOSB,MAPK8,0.945
FOSB,MAPK9,0.938
FOSB,NR4A1,0.907
FOSB,NR4A2,0.903
FOSB,SIRT1,0.92
FOSL1,JUN,0.999
FOSL1,JUNB,0.999
FOSL1,JUND,0.999
FOSL1,MAPK8,0.948
FOSL1,MAPK9,0.938
FOXA1,GATA3,0.997
FOXA1,HDAC7,0.976
FOXA1,NRIP1,0.902
FOXA1,TLE3,0.976
FOXG1,MECP2,0.947
FOXG1,SRF,0.991
FOXG1,TLE1,0.903
FOXH1,SMAD2,0.999
FOXH1,SMAD3,0.998
FOXH1,SMAD4,0.997
FOXK1,HCFC1,0.957
FOXK1,OGT,0.971
FOXK1,SIN3A,0.946
FOXK2,HCFC1,0.93
FOXK2,SIN3A,0.947
FOXM1,HJURP,0.918
FOXM1,KIF11,0.934
FOXM1,KIF20A,0.944
FOXM1,MYBL2,0.998
FOXM1,PLK1,0.995
FOXM1,SMAD3,0.911
FOXM1,SPAG5,0.9
FOXM1,TOP2A,0.927
FOXM1,TPX2,0.932
FOXO1,FOXO3,0.955
FOXO1,FOXO4,0.932
FOXO1,HNF4A,0.973
FOXO1,IGF1,0.91
FOXO1,IKBKB,0.944
FOXO1,INS,0.944
FOXO1,MAPK1,0.941
FOXO1,MAPK11,0.929
FOXO1,MAPK14,0.935
FOXO1,MAPK3,0.959
FOXO1,MAPK8,0.951
FOXO1,MAPK9,0.936
FOXO1,NLK,0.964
FOXO1,OGT,0.948
FOXO1,PAX3,0.938
FOXO1,PAX7,0.925
FOXO1,PPARGC1A,0.999
FOXO1,PRKAA1,0.954
FOXO1,PRKAA2,0.931
FOXO1,PRKAB1,0.916
FOXO1,PRKAB2,0.943
FOXO1,PRKACA,0.974
FOXO1,PRKACB,0.968
FOXO1,PRKAG1,0.906
FOXO1,PRKAG2,0.913
FOXO1,PRKAG3,0.91
FOXO1,PRMT1,0.939
FOXO1,PTEN,0.903
FOXO1,SETD7,0.933
FOXO1,SGK1,0.967
FOXO1,SGK3,0.93
FOXO1,SIRT1,0.999
FOXO1,SKP2,0.94
FOXO1,SMAD2,0.975
FOXO1,SMAD3,0.99
FOXO1,SREBF1,0.924
FOXO1,STAT3,0.964
FOXO1,STK11,0.955
FOXO1,STK4,0.952
FOXO1,USP7,0.939
FOXO1,YWHAB,0.917
FOXO1,YWHAG,0.926
FOXO1,YWHAZ,0.925
FOXO3,FOXO4,0.92
FOXO3,HIF1A,0.997
FOXO3,IKBKB,0.989
FOXO3,MAPK1,0.963
FOXO3,MAPK11,0.929
FOXO3,MAPK14,0.949
FOXO3,MAPK3,0.961
FOXO3,MAPK8,0.954
FOXO3,MAPK9,0.941
FOXO3,MDM2,0.995
FOXO3,NLK,0.937
FOXO3,PINK1,0.923
FOXO3,PPARGC1A,0.987
FOXO3,PRKAA1,0.942
FOXO3,PRKAA2,0.937
FOXO3,PRKAB1,0.926
FOXO3,PRKAB2,0.918
FOXO3,PRKACA,0.938
FOXO3,PRKACB,0.939
FOXO3,PRKAG1,0.921
FOXO3,PRKAG2,0.919
FOXO3,PRKAG3,0.917
FOXO3,PRMT1,0.928
FOXO3,PTK2,0.992
FOXO3,RUNX1,0.908
FOXO3,SETD7,0.931
FOXO3,SGK1,0.979
FOXO3,SGK3,0.932
FOXO3,SIRT1,0.999
FOXO3,SMAD2,0.992
FOXO3,SMAD3,0.995
FOXO3,SMAD4,0.979
FOXO3,STAT3,0.978
FOXO3,STK11,0.96
FOXO3,STK4,0.966
FOXO3,TP53,0.998
FOXO3,USP7,0.971
FOXO3,YWHAB,0.969
FOXO3,YWHAE,0.978
FOXO3,YWHAG,0.954
FOXO3,YWHAH,0.951
FOXO3,YWHAQ,0.969
FOXO3,YWHAZ,0.994
FOXO4,IKBKB,0.929
FOXO4,MAPK1,0.922
FOXO4,MAPK11,0.925
FOXO4,MAPK14,0.923
FOXO4,MAPK3,0.934
FOXO4,MAPK8,0.938
FOXO4,MAPK9,0.924
FOXO4,NLK,0.934
FOXO4,PRMT1,0.924
FOXO4,SETD7,0.914
FOXO4,SGK1,0.952
FOXO4,SGK3,0.911
FOXO4,SIRT1,0.932
FOXO4,STAT3,0.936
FOXO4,STK11,0.937
FOXO4,STK4,0.914
FOXO4,TP53,0.995
FOXO4,USP7,0.978
FOXP3,HDAC1,0.909
FOXP3,HDAC7,0.953
FOXP3,HDAC9,0.957
FOXP3,HIF1A,0.988
FOXP3,IFNG,0.982
FOXP3,IKZF4,0.924
FOXP3,IL10,0.955
FOXP3,IL17A,0.953
FOXP3,IL2,0.991
FOXP3,IL2RA,0.97
FOXP3,IL4,0.925
FOXP3,IL6,0.913
FOXP3,KAT5,0.992
FOXP3,NFATC2,0.995
FOXP3,RUNX1,0.999
FOXP3,STAT3,0.984
FOXP3,TNF,0.909
FRAS1,FREM1,0.987
FRAS1,FREM2,0.982
FRAS1,ITGA8,0.94
FRAS1,ITGB1,0.906
FRAT1,GSK3B,0.999
FREM1,FREM2,0.994
FREM1,ITGA8,0.937
FREM1,ITGB1,0.903
FREM2,ITGA8,0.937
FREM2,ITGB1,0.906
FRG1,PRPF8,0.906
FRG1,SNRPF,0.902
FRMD7,GPR143,0.925
FRRS1L,MRPL23,0.907
FRS2,GAB1,0.959
FRS2,GRB2,0.999
FRS2,NTRK1,0.974
FRS2,NTRK2,0.992
FRS2,PTPN11,0.999
FRS2,RET,0.915
FRS2,SOS1,0.995
FSHR,GCG,0.915
FSHR,GNAS,0.942
FST,GDF11,0.991
FST,MSTN,0.999
FSTL3,MSTN,0.999
FTH1,FTL,0.999
FTH1,NCOA4,0.999
FTH1,TFRC,0.995
FTL,NCOA4,0.991
FTL,SLC40A1,0.929
FTL,TFRC,0.921
FTO,MC4R,0.944
FTO,METTL14,0.939
FTO,METTL3,0.9
FTO,WTAP,0.915
FTSJ3,GNL2,0.975
FTSJ3,GNL3,0.972
FTSJ3,GTPBP4,0.995
FTSJ3,KCTD19,0.959
FTSJ3,MPHOSPH10,0.912
FTSJ3,MRTO4,0.996
FTSJ3,NIFK,0.997
FTSJ3,NOP2,0.997
FTSJ3,NOP56,0.962
FTSJ3,NOP58,0.997
FTSJ3,PES1,0.998
FTSJ3,RBM28,0.927
FTSJ3,RPF2,0.981
FTSJ3,RPL14,0.932
FTSJ3,RPL15,0.947
FTSJ3,RPL18,0.909
FTSJ3,RPL18A,0.938
FTSJ3,RPL19,0.91
FTSJ3,RPL23,0.936
FTSJ3,RPL23A,0.955
FTSJ3,RPL27,0.907
FTSJ3,RPL30,0.956
FTSJ3,RPL31,0.909
FTSJ3,RPL32,0.904
FTSJ3,RPL36,0.944
FTSJ3,RPL4,0.953
FTSJ3,RPL6,0.907
FTSJ3,RPL7A,0.959
FTSJ3,RRP1,0.917
FTSJ3,RRP8,0.91
FTSJ3,RRS1,0.976
FTSJ3,RSL1D1,0.99
FTSJ3,RSL24D1,0.995
FTSJ3,TBL3,0.925
FTSJ3,WDR12,0.996
FURIN,MMP14,0.91
FURIN,PACS1,0.964
FUS,HNRNPA1,0.975
FUS,HNRNPA2B1,0.99
FUS,HNRNPA3,0.931
FUS,HNRNPC,0.976
FUS,HNRNPD,0.938
FUS,HNRNPDL,0.918
FUS,HNRNPH1,0.941
FUS,HNRNPK,0.927
FUS,HNRNPL,0.927
FUS,HNRNPM,0.947
FUS,HNRNPU,0.95
FUS,ILF3,0.982
FUS,MAPT,0.918
FUS,MATR3,0.91
FUS,NONO,0.956
FUS,OPTN,0.948
FUS,PRMT1,0.961
FUS,RBMX,0.9
FUS,SFPQ,0.985
FUS,SMN1,0.921
FUS,SRSF2,0.95
FUS,TARDBP,0.999
FUS,TNPO1,0.994
FUS,UBQLN2,0.952
FUS,YBX1,0.943
FXN,HEPH,0.937
FXN,HSPA9,0.954
FXN,ISCU,0.999
FXN,LYRM4,0.999
FXN,NFS1,0.999
FXN,PMPCB,0.901
FXR1,G3BP1,0.95
FXR1,HNRNPK,0.938
FXR1,NUFIP1,0.959
FXR1,PUF60,0.931
FXR1,SND1,0.904
FXR1,TDRD3,0.929
FXYD1,FXYD2,0.915
FXYD1,PRKACA,0.943
FXYD1,PRKACB,0.942
FXYD2,MAPK1,0.901
FXYD2,MAPK3,0.901
FXYD2,PRKG1,0.903
FYB1,FYN,0.977
FYB1,LCP2,0.999
FYB1,SKAP2,0.981
FYB1,VAV1,0.953
FYN,GAB2,0.975
FYN,GP6,0.996
FYN,GRB2,0.98
FYN,GRIN2A,0.981
FYN,GRIN2B,0.993
FYN,IRS1,0.923
FYN,ITGB1,0.923
FYN,KHDRBS1,0.958
FYN,LCK,0.998
FYN,LCP2,0.993
FYN,LYN,0.996
FYN,MAPT,0.994
FYN,MS4A2,0.91
FYN,NCAM1,0.908
FYN,NCK1,0.96
FYN,NPHS1,0.974
FYN,PAG1,0.948
FYN,PIK3CA,0.951
FYN,PIK3CB,0.951
FYN,PIK3CD,0.936
FYN,PIK3R1,0.988
FYN,PIK3R2,0.955
FYN,PIK3R3,0.937
FYN,PLCG1,0.904
FYN,PLCG2,0.936
FYN,PLXNA1,0.922
FYN,PLXNA2,0.925
FYN,PLXNA3,0.919
FYN,PLXNA4,0.921
FYN,PRNP,0.99
FYN,PTK2,0.998
FYN,PTK2B,0.919
FYN,PTPN11,0.988
FYN,PTPRA,0.957
FYN,PTPRC,0.988
FYN,PXN,0.903
FYN,RAC2,0.956
FYN,RHOA,0.966
FYN,SCARB2,0.942
FYN,SH2D1A,0.999
FYN,SHC1,0.995
FYN,SHC2,0.913
FYN,SHC3,0.921
FYN,SLAMF1,0.948
FYN,SRC,0.999
FYN,SYK,0.983
FYN,TRAF2,0.913
FYN,TRAF6,0.948
FYN,TYROBP,0.933
FYN,VAV1,0.959
FYN,WAS,0.979
FYN,YES1,0.994
FYN,ZAP70,0.993
FZD4,GNAQ,0.917
FZD4,GPC4,0.908
FZD4,LRP5,0.999
FZD4,LRP6,0.999
FZD4,NDP,0.999
FZD4,RNF43,0.934
FZD4,RYK,0.975
FZD4,TSPAN12,0.997
FZD4,WNT1,0.979
FZD4,WNT3A,0.973
FZD4,WNT5A,0.999
FZD4,ZNRF3,0.953
FZD5,GNAQ,0.915
FZD5,GPC4,0.915
FZD5,LRP5,0.955
FZD5,LRP6,0.976
FZD5,RNF43,0.984
FZD5,RYK,0.963
FZD5,WNT1,0.976
FZD5,WNT3A,0.974
FZD5,WNT5A,0.999
FZD5,ZNRF3,0.938
FZD7,GNAQ,0.912
FZD7,GNAS,0.901
FZD7,GPC4,0.93
FZD7,LRP5,0.942
FZD7,LRP6,0.989
FZD7,RNF43,0.934
FZD7,RYK,0.96
FZD7,SDC4,0.982
FZD7,WNT1,0.986
FZD7,WNT3A,0.938
FZD7,WNT5A,0.998
FZD7,ZNRF3,0.955
FZD8,GNAQ,0.913
FZD8,GPC4,0.917
FZD8,LRP5,0.974
FZD8,LRP6,0.994
FZD8,RNF43,0.955
FZD8,RYK,0.962
FZD8,WNT1,0.995
FZD8,WNT3A,0.989
FZD8,WNT5A,0.956
FZD8,ZNRF3,0.942
G3BP1,G3BP2,0.987
G3BP1,HDAC6,0.914
G3BP1,NUFIP2,0.934
G3BP1,PABPC1,0.995
G3BP1,RASA1,0.994
G3BP1,TARDBP,0.983
G3BP1,TIA1,0.998
G3BP1,TIAL1,0.996
G3BP1,UBAP2L,0.948
G3BP1,UPF1,0.952
G3BP1,USP10,0.999
G3BP1,YBX1,0.944
G3BP2,NUFIP2,0.938
G3BP2,PABPC1,0.907
G3BP2,TWIST1,0.96
G3BP2,USP10,0.996
G6PD,GAPDH,0.97
G6PD,GCK,0.967
G6PD,GSR,0.932
G6PD,HK1,0.937
G6PD,LDHA,0.963
G6PD,PKLR,0.927
G6PD,PKM,0.941
G6PD,TP53,0.986
G6PD,TPI1,0.942
GAB1,GAB2,0.953
GAB1,GRB2,0.999
GAB1,IGF1R,0.935
GAB1,IL6R,0.906
GAB1,INSR,0.943
GAB1,KDR,0.92
GAB1,KIT,0.914
GAB1,MET,0.99
GAB1,PDGFRA,0.911
GAB1,PDGFRB,0.925
GAB1,PIK3CA,0.92
GAB1,PIK3CB,0.922
GAB1,PIK3CD,0.925
GAB1,PIK3R1,0.991
GAB1,PIK3R2,0.926
GAB1,PIK3R3,0.924
GAB1,PTPN11,0.999
GAB1,ROCK1,0.95
GAB1,ROCK2,0.909
GAB1,SHC1,0.995
GAB1,SHC2,0.91
GAB1,SHC3,0.932
GAB1,SOS1,0.991
GAB2,GRB2,0.999
GAB2,HCK,0.93
GAB2,INSR,0.905
GAB2,KIT,0.932
GAB2,LYN,0.977
GAB2,PDGFRA,0.911
GAB2,PDGFRB,0.92
GAB2,PIK3CA,0.927
GAB2,PIK3CB,0.966
GAB2,PIK3CD,0.914
GAB2,PIK3R1,0.996
GAB2,PIK3R2,0.973
GAB2,PIK3R3,0.91
GAB2,PLCG2,0.954
GAB2,PTPN11,0.999
GAB2,SHC1,0.997
GAB2,SOS1,0.991
GAB2,SYK,0.975
GAB2,TRAF2,0.9
GAB2,TRAF6,0.948
GABARAPL2,MAP1B,0.905
GABARAPL2,NBR1,0.999
GABARAPL2,OPTN,0.998
GABARAPL2,PEX10,0.953
GABARAPL2,PEX6,0.923
GABARAPL2,PIK3C3,0.984
GABARAPL2,PIK3R4,0.912
GABARAPL2,PRKACA,0.938
GABARAPL2,PRKACB,0.938
GABARAPL2,PSMD4,0.946
GABARAPL2,RB1CC1,0.953
GABARAPL2,SIRT1,0.974
GABARAPL2,SQSTM1,0.999
GABARAPL2,TAX1BP1,0.985
GABARAPL2,ULK1,0.997
GABARAPL2,ULK2,0.936
GABBR1,GABBR2,0.999
GABBR1,GNAI1,0.98
GABBR1,GNAI2,0.904
GABBR1,GNAI3,0.909
GABBR1,GNB1,0.952
GABBR1,GNG2,0.95
GABBR1,GRM1,0.905
GABBR1,KCNJ11,0.912
GABBR1,KCNJ3,0.953
GABBR1,KCNJ5,0.91
GABBR1,KCNJ6,0.96
GABBR2,GABRA1,0.901
GABBR2,GABRB3,0.925
GABBR2,GNAI1,0.992
GABBR2,GNAI2,0.929
GABBR2,GNAI3,0.936
GABBR2,GNB1,0.927
GABBR2,GNG2,0.942
GABBR2,KCNJ11,0.91
GABBR2,KCNJ3,0.959
GABBR2,KCNJ5,0.911
GABBR2,KCNJ6,0.962
GABBR2,KCTD16,0.961
GABRA1,GABRB1,0.97
GABRA1,GABRB2,0.996
GABRA1,GABRB3,0.993
GABRA1,GABRG2,0.998
GABRA1,HAP1,0.935
GABRA1,NSF,0.918
GABRA1,TRAK2,0.954
GABRA2,GABRB1,0.917
GABRA3,HAP1,0.906
GABRA3,NSF,0.907
GABRA3,TRAK2,0.913
GABRA4,GABRB1,0.93
GABRA4,GABRB3,0.969
GABRA4,GABRD,0.973
GABRA4,GABRG2,0.929
GABRA4,HAP1,0.901
GABRA4,NSF,0.913
GABRA4,TRAK2,0.9
GABRA5,HAP1,0.9
GABRA5,NSF,0.906
GABRA5,TRAK2,0.917
GABRA6,HAP1,0.902
GABRA6,NSF,0.907
GABRA6,TRAK2,0.9
GABRB1,GABRB2,0.95
GABRB1,GABRB3,0.95
GABRB1,GABRG1,0.9
GABRB1,HAP1,0.938
GABRB1,NSF,0.916
GABRB1,TRAK2,0.912
GABRB2,GABRB3,0.969
GABRB2,GABRG2,0.989
GABRB2,HAP1,0.935
GABRB2,NSF,0.903
GABRB2,TRAK2,0.968
GABRB3,GABRD,0.959
GABRB3,GABRG2,0.99
GABRB3,HAP1,0.908
GABRB3,NSF,0.913
GABRB3,TRAK2,0.905
GABRD,HAP1,0.939
GABRD,NSF,0.905
GABRD,SLC6A1,0.932
GABRD,TRAK2,0.917
GABRE,HAP1,0.92
GABRE,NSF,0.905
GABRE,TRAK2,0.907
GABRG1,HAP1,0.901
GABRG1,NSF,0.907
GABRG1,TRAK2,0.905
GABRG2,SCN1A,0.952
GABRG2,SCN1B,0.947
GABRG3,HAP1,0.905
GABRG3,NSF,0.904
GABRG3,TRAK2,0.905
GABRP,HAP1,0.9
GABRP,NSF,0.9
GABRP,TRAK2,0.9
GABRQ,HAP1,0.915
GABRQ,NSF,0.903
GABRQ,TRAK2,0.903
GADD45A,GADD45B,0.965
GADD45A,GADD45G,0.959
GADD45A,MAP3K4,0.999
GADD45A,PCNA,0.987
GADD45A,TP53,0.991
GADD45B,GADD45G,0.955
GADD45B,MAP2K7,0.979
GADD45B,MAP3K4,0.999
GADD45B,PCNA,0.912
GADD45B,TP53,0.964
GADD45G,MAP3K4,0.997
GADD45G,PCNA,0.96
GADD45G,TP53,0.937
GAK,HIP1R,0.94
GAK,HSPA8,0.945
GAK,LRRK2,0.981
GALNS,GLB1,0.997
GALR1,GALR2,0.98
GALR1,GNAI1,0.912
GALR1,GNB1,0.909
GALR1,HTR1A,0.911
GALR2,GNAS,0.917
GALR2,GNB1,0.912
GAN,KBTBD6,0.905
GAN,KBTBD7,0.9
GAN,KEAP1,0.918
GAN,KLHL12,0.922
GAN,KLHL13,0.917
GAN,KLHL20,0.918
GAN,KLHL25,0.921
GAN,KLHL3,0.925
GAN,KLHL41,0.922
GAN,KLHL42,0.922
GAN,KLHL7,0.921
GAN,KLHL8,0.908
GAN,KLHL9,0.924
GAN,MAP1B,0.986
GAN,RBX1,0.966
GAN,SPOP,0.915
GAN,VIM,0.915
GANAB,PRKCSH,0.999
GAP43,NGF,0.904
GAP43,SYN1,0.905
GAPDH,HSP90AA1,0.922
GAPDH,HSPA4,0.901
GAPDH,HSPA8,0.986
GAPDH,HTT,0.993
GAPDH,LDHA,0.967
GAPDH,MRPL13,0.958
GAPDH,PKM,0.956
GAPDH,PLG,0.99
GAPDH,RIPK1,0.946
GAPDH,RPL13A,0.999
GAPDH,SHMT2,0.92
GAPDH,SIAH1,0.997
GAPDH,SYNCRIP,0.999
GAPDH,TPI1,0.999
GAPDH,TRADD,0.933
GAPDH,TRAF2,0.923
GAPDH,VDAC1,0.915
GAR1,NHP2,0.999
GAR1,NOLC1,0.915
GAR1,NOP10,0.999
GAR1,NOP56,0.983
GAR1,NOP58,0.985
GAR1,POLR1A,0.91
GAR1,PTGES3,0.902
GAR1,SNU13,0.965
GAR1,TERT,0.971
GAR1,TRUB2,0.907
GAR1,WRAP53,0.998
GART,MTHFD2,0.999
GART,MYBBP1A,0.971
GART,PES1,0.91
GART,PPAT,0.999
GART,SHMT1,0.999
GART,SHMT2,0.999
GART,UMPS,0.956
GAS1,LRP2,0.935
GAS1,PTCH1,0.998
GAS1,SHH,0.999
GATA1,GATA2,0.976
GATA1,GFI1B,0.95
GATA1,IKZF1,0.939
GATA1,ITGA2B,0.917
GATA1,LDB1,0.998
GATA1,LMO2,0.999
GATA1,RUNX1,0.989
GATA1,SPI1,0.996
GATA1,TAL1,0.999
GATA1,TCF3,0.995
GATA1,ZFPM1,0.999
GATA2,GFI1,0.924
GATA2,LDB1,0.994
GATA2,LMO2,0.997
GATA2,RUNX1,0.996
GATA2,SPI1,0.993
GATA2,TAL1,0.999
GATA2,ZFPM1,0.996
GATA3,HDAC1,0.911
GATA3,IL4,0.911
GATA3,LDB1,0.932
GATA3,RUNX1,0.989
GATA3,STAT6,0.971
GATA3,TAL1,0.993
GATA4,MEF2C,0.969
GATA4,NFATC2,0.926
GATA4,NKX2-5,0.999
GATA4,NR5A1,0.96
GATA4,RHOA,0.931
GATA4,SMARCD3,0.975
GATA4,SOX9,0.977
GATA4,SQSTM1,0.949
GATA4,SRF,0.991
GATA4,TBX20,0.991
GATA4,TBX5,0.998
GATA4,ZFPM1,0.904
GATAD2A,GATAD2B,0.989
GATAD2A,HDAC1,0.999
GATAD2A,HDAC2,0.999
GATAD2A,MBD2,0.999
GATAD2A,MBD3,0.987
GATAD2A,MTA1,0.999
GATAD2A,MTA2,0.999
GATAD2A,MTA3,0.995
GATAD2A,RBBP4,0.999
GATAD2A,RBBP7,0.999
GATAD2A,ZMYND8,0.915
GATAD2B,HDAC1,0.999
GATAD2B,HDAC2,0.998
GATAD2B,MBD2,0.986
GATAD2B,MBD3,0.978
GATAD2B,MTA1,0.997
GATAD2B,MTA2,0.998
GATAD2B,MTA3,0.993
GATAD2B,RBBP4,0.999
GATAD2B,RBBP7,0.999
GATB,GATC,0.999
GATB,QARS1,0.993
GATB,QRSL1,0.999
GATC,MT-CO2,0.909
GATC,MT-CO3,0.9
GATC,QARS1,0.96
GATC,QRSL1,0.999
GATC,UQCR10,0.946
GATC,UQCRB,0.96
GATC,UQCRC2,0.917
GATC,UQCRFS1,0.925
GATC,UQCRQ,0.957
GBA,GLB1,0.976
GBA,LRRK2,0.922
GBA,PLPP3,0.906
GBA,PRKN,0.911
GBA,PSAP,0.991
GBA,SCARB2,0.976
GBA,SGMS1,0.928
GBA,SNCA,0.963
GBA,UGCG,0.992
GBP1,STAT1,0.969
GCFC2,SYF2,0.922
GCFC2,TFIP11,0.978
GCG,GCGR,0.999
GCG,GHRH,0.942
GCG,GHRL,0.979
GCG,GIPR,0.999
GCG,GLP1R,0.999
GCG,GLP2R,0.997
GCG,GNAS,0.939
GCG,HTR6,0.906
GCG,INS,0.998
GCG,LEP,0.976
GCG,LHCGR,0.916
GCG,MC2R,0.924
GCG,NPR1,0.92
GCG,PTGER2,0.906
GCG,PTH,0.931
GCG,SCT,0.981
GCG,TSHR,0.918
GCG,VIPR2,0.96
GCGR,GNAI1,0.915
GCGR,GNAQ,0.969
GCGR,GNAS,0.995
GCGR,GNB1,0.961
GCGR,GNG2,0.907
GCH1,GCHFR,0.998
GCH1,MOCS1,0.921
GCH1,TH,0.935
GCK,GLB1,0.9
GCK,HK1,0.917
GCK,HNF1A,0.901
GCK,INS,0.945
GCK,NEUROD1,0.93
GCK,PDX1,0.965
GCLC,GCLM,0.999
GCLC,KEAP1,0.905
GCLC,NFE2L2,0.966
GCLM,KEAP1,0.932
GCLM,NFE2L2,0.951
GCN1,RACK1,0.912
GCN1,RPL19,0.946
GCN1,RPL23A,0.934
GCN1,RPL5,0.916
GCN1,RPS12,0.935
GCN1,RPS13,0.95
GCN1,RPS15,0.949
GCN1,RPS2,0.948
GCN1,RPS20,0.947
GCN1,RPS3,0.95
GCN1,RPS3A,0.904
GCN1,RPS5,0.911
GCN1,RPSA,0.9
GDF11,TGFBR1,0.999
GDF11,WFIKKN2,0.92
GDF15,GFRAL,0.999
GDF15,RET,0.958
GDF15,TGFBR2,0.96
GDF2,TGFBR1,0.906
GDF5,HJV,0.915
GDI1,RAB11B,0.932
GDI1,RAB13,0.916
GDI1,RAB1A,0.996
GDI1,RAB3A,0.942
GDI1,RAB5A,0.927
GDI1,RAB7A,0.919
GDI1,RAB8A,0.982
GDI1,RAB9A,0.927
GDNF,GFRA1,0.999
GDNF,GFRA2,0.999
GDNF,GFRA3,0.997
GDNF,GFRA4,0.986
GDNF,GFRAL,0.92
GDNF,JUN,0.975
GDNF,NCAM1,0.936
GDNF,NGF,0.926
GDNF,NTF3,0.937
GDNF,NTRK1,0.991
GDNF,NTRK2,0.994
GDNF,NTRK3,0.972
GDNF,RET,0.999
GEMIN2,GEMIN4,0.999
GEMIN2,GEMIN5,0.999
GEMIN2,GEMIN6,0.999
GEMIN2,GEMIN7,0.999
GEMIN2,GEMIN8,0.999
GEMIN2,SMN1,0.999
GEMIN2,SNRNP70,0.908
GEMIN2,SNRPB,0.989
GEMIN2,SNRPD1,0.999
GEMIN2,SNRPD2,0.999
GEMIN2,SNRPD3,0.963
GEMIN2,SNRPE,0.999
GEMIN2,SNRPF,0.998
GEMIN2,SNRPG,0.998
GEMIN2,STRAP,0.999
GEMIN4,GEMIN5,0.999
GEMIN4,GEMIN6,0.998
GEMIN4,GEMIN7,0.997
GEMIN4,GEMIN8,0.99
GEMIN4,LGALS3,0.945
GEMIN4,SMN1,0.995
GEMIN4,SNRPB,0.977
GEMIN4,SNRPD1,0.939
GEMIN4,SNRPD2,0.956
GEMIN4,SNRPD3,0.938
GEMIN4,SNRPE,0.953
GEMIN4,SNRPF,0.959
GEMIN4,SNRPG,0.92
GEMIN4,STRAP,0.99
GEMIN5,GEMIN6,0.999
GEMIN5,GEMIN7,0.997
GEMIN5,GEMIN8,0.996
GEMIN5,SMN1,0.992
GEMIN5,SNRPB,0.981
GEMIN5,SNRPD1,0.982
GEMIN5,SNRPD2,0.976
GEMIN5,SNRPD3,0.972
GEMIN5,SNRPE,0.973
GEMIN5,SNRPF,0.965
GEMIN5,SNRPG,0.955
GEMIN5,STRAP,0.995
GEMIN6,GEMIN7,0.999
GEMIN6,GEMIN8,0.999
GEMIN6,SMN1,0.99
GEMIN6,SNRPB,0.981
GEMIN6,SNRPD1,0.959
GEMIN6,SNRPD2,0.975
GEMIN6,SNRPD3,0.97
GEMIN6,SNRPE,0.989
GEMIN6,SNRPF,0.978
GEMIN6,SNRPG,0.966
GEMIN6,STRAP,0.999
GEMIN7,GEMIN8,0.999
GEMIN7,SMN1,0.994
GEMIN7,SNRPB,0.957
GEMIN7,SNRPD1,0.966
GEMIN7,SNRPD2,0.955
GEMIN7,SNRPD3,0.953
GEMIN7,SNRPE,0.984
GEMIN7,SNRPF,0.924
GEMIN7,SNRPG,0.936
GEMIN7,STRAP,0.999
GEMIN8,SMN1,0.993
GEMIN8,SNRPB,0.964
GEMIN8,SNRPD1,0.945
GEMIN8,SNRPD2,0.954
GEMIN8,SNRPD3,0.942
GEMIN8,SNRPE,0.968
GEMIN8,SNRPF,0.97
GEMIN8,SNRPG,0.939
GEMIN8,STRAP,0.996
GET4,SGTA,0.999
GET4,UBL4A,0.999
GFER,SAV1,0.99
GFI1,HDAC1,0.957
GFI1,KDM1A,0.986
GFI1B,KDM1A,0.982
GFI1B,RCOR1,0.973
GFI1B,TAL1,0.905
GFRA1,NCAM1,0.962
GFRA1,NGF,0.95
GFRA1,NRTN,0.999
GFRA1,PSPN,0.998
GFRA1,RET,0.999
GFRA2,NRTN,0.999
GFRA2,PSPN,0.996
GFRA2,RET,0.999
GFRA3,NRTN,0.998
GFRA3,PSPN,0.998
GFRA3,RET,0.999
GFRA4,NRTN,0.993
GFRA4,PSPN,0.999
GFRA4,RET,0.985
GFRAL,RET,0.998
GGA1,GGA2,0.987
GGA1,GGA3,0.983
GGA1,IGF2R,0.994
GGA1,RABEP1,0.997
GGA1,RABGEF1,0.93
GGA1,SORL1,0.986
GGA1,SORT1,0.954
GGA2,GGA3,0.985
GGA2,IGF2R,0.985
GGA2,RABEP1,0.974
GGA2,SORL1,0.951
GGA2,SORT1,0.929
GGA3,IGF2R,0.996
GGA3,RABEP1,0.996
GGA3,RPS27A,0.932
GGA3,UBA52,0.903
GGA3,UBB,0.917
GH1,GHR,0.999
GH1,GHRH,0.964
GH1,GHRHR,0.918
GH1,GHRL,0.956
GH1,IGF1,0.91
GH1,LEP,0.949
GH1,PRLR,0.993
GH1,THPO,0.91
GHR,IGF1,0.956
GHR,JAK2,0.999
GHR,SOCS2,0.993
GHR,STAT5A,0.926
GHR,STAT5B,0.977
GHRH,GHRHR,0.999
GHRH,GHRL,0.949
GHRH,GHSR,0.973
GHRH,GNAS,0.963
GHRH,GNB1,0.908
GHRH,IGF1,0.916
GHRH,SCT,0.924
GHRHR,GNAS,0.995
GHRHR,GNB1,0.959
GHRHR,GNG2,0.907
GHRL,GHSR,0.999
GHRL,GPR39,0.983
GHRL,IGF1,0.948
